row ID,row m/z,row retention time,20221207_Dac_C18_100MeOH_ddMS2.raw Peak area,20221221_Dat_C18_100MeOH_ddMS2.raw Peak area,20221207_Dau_C18_100MeOH_ddMS2.raw Peak area,20221105_Dax_100MeOH_ddMS2.raw Peak area,20221105_Dbh_100MeOH_ddMS2.raw Peak area,20240421_Ddepauperate_100MeOH_2_ddMS.raw Peak area,20221207_Dfe_C18_100MeOH_ddMS2.raw Peak area,20221207_Dgi_C18_100MeOH_ddMS2.raw Peak area,20221105_Dgr_100MeOH_ddMS2.raw Peak area,20240421_Dholosericea_100MeOH_ddMS.raw Peak area,20221105_DjeFt_100MeOH_2021Sample_ddMS2.raw Peak area,20240428_DjezoensisFlower_100MeOH_ddMS.raw Peak area,20240421_Dkiusiana_var_100MeOH_ddMS.raw Peak area,20230410_Dob_SepPak100MeOH_ddMS2.raw Peak area,20240428_DodoraFlower_100MeOH_ddMS.raw Peak area,20230410_Dols_SepPak100MeOH_ddMS2.raw Peak area,20230410_Dor_SepPak100MeOH_ddMS2.raw Peak area,20230410_Doss_SepPak100MeOH_ddMS2.raw Peak area,20221221_Dpa_C18_100MeOH_ddMS2.raw Peak area,20221105_Dpe_100MeOH_ddMS2.raw Peak area,20230413_Dpof_100MeOH_ddMS2.raw Peak area,20230413_Dpol_100MeOH_ddMS2.raw Peak area,20230413_DpoS_100MeOH_ddMS2.raw Peak area,20240428_DpseudomezereumFlower_100MeOH_ddMS.raw Peak area,20221105_DpsFt_100MeOH_2021Sample_ddMS2.raw Peak area,20221221_Dre_C18_100MeOH_ddMS2.raw Peak area,20221105_Dta_100MeOH_ddMS2.raw Peak area,20221207_Dyu_C18_100MeOH_ddMS2.raw Peak area,20240421_Ealbuflora_100MeOH_ddMS.raw Peak area,20240428_EchrysanthaBud_100MeOH_ddMS.raw Peak area,20230528_Ech_100MeOH_ddMS2.raw Peak area,20240706_Ecft_AcOEtSepPackC18_100MeOH_ddMS.raw Peak area,20240428_EchrysanthaLeaf_100MeOH_ddMS.raw Peak area,20240428_EchrysanthaStem_100MeOH_ddMS.raw Peak area,20230528_Ega_100MeOH_ddMS2.raw Peak area,20230528_Sch_100MeOH_ddMS2.raw Peak area,20230217_Wal100MeOH_ultra_ddMS_POS1520_NEG10.raw Peak area,20230217_Wca100MeOH_ultra_ddMS_POS1520_NEG10.raw Peak area,20240421_Wdelavayi_100MeOH_ddMS.raw Peak area,20230217_Wdo100MeOH_ultra_ddMS_POS1520_NEG10.raw Peak area,20230217_Wil100MeOH_ultra_ddMS_POS1520_NEG10.raw Peak area,20230217_Wis100MeOH_ultra_ddMS_POS1520_NEG10.raw Peak area,20230217_Wla100MeOH_ultra_ddMS_POS1520_NEG10.raw Peak area,20230217_Wle100MeOH_ultra_ddMS_POS1520_NEG10.raw Peak area,20230217_Wli100MeOH_ultra_ddMS_POS1520_NEG10.raw Peak area,20230217_Wlr100MeOH_ultra_ddMS_POS1520_NEG10.raw Peak area,20240421_Wlungtzeensi_100MeOH_ddMS.raw Peak area,20240421_Wmicrantha_100MeOH_ddMS.raw Peak area,20230528_Wnu2_100MeOH_ddMS2.raw Peak area,20230217_Wpa100MeOH_ultra_ddMS_POS1520_NEG10.raw Peak area,20230217_Wpi100MeOH_ultra_ddMS_POS1520_NEG10.raw Peak area,20230217_Wsc100MeOH_ultra_ddMS_POS1520_NEG10.raw Peak area,20230217_Wst100MeOH_ultra_ddMS_POS1520_NEG10.raw Peak area,20240421_Wtrichotoma_100MeOH_ddMS.raw Peak area,20240428_DgenkwaFlower_100MeOH_ddMS.raw Peak area,20221207_Dge_C18_100MeOH_ddMS2.raw Peak area
51,601.370182,13.09915525,1.65E+07,0,0,1.80E+07,3.89E+07,0,1.19E+07,8436032.089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7755013.984,0,2746498.434,4.23E+07,0,0,0,0,0,8202202.62,0,0,0,0,0,6456695.81,1.15E+07,1.00E+07,5983670.186,0,0,0,8065346.404,1.45E+07,2.03E+07,0,0,0,0
52,643.3470713,13.092022,1.86E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.43E+07,7.94E+08,6.42E+08,0,0,0,0,0,0,0,0,0,0,0,0,5.70E+08,0,1.16E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,673.276577,12.1552115,1.93E+07,0,0,0,0,0,2368860.442,2469175.209,1.92E+07,0,0,0,0,0,0,0,0,0,2.09E+07,0,0,0,0,0,0,8854128.74,4.45E+07,4773618.106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,468.4198761,13.1505852,1.47E+08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.75E+07,6.70E+07,8.41E+07,8.11E+07,0,8.33E+07,8.40E+07,0,0,0,0,8.70E+07,8.29E+07,8.16E+07,0,0,0
55,623.2862664,14.44782778,2.00E+07,1.94E+08,0,4.81E+07,5.04E+07,2.22E+07,5.93E+07,0,3.30E+07,1.95E+07,0,0,1.47E+07,0,0,7295906.665,0,4391302.92,1.88E+08,1.04E+07,0,2974681.2,0,0,0,6.65E+07,5075285.367,5.14E+07,1.50E+07,0,9414165.943,2.80E+07,2.17E+07,1.10E+07,4807899.256,0,4.30E+07,2.30E+08,0,1.39E+08,0,0,6641718.145,4.88E+07,1.52E+07,1249114.783,8571129.073,0,0,1.40E+08,6.01E+07,2.39E+07,8675074.467,2.26E+07,0,2.04E+08
56,596.3422685,10.545513,1.60E+07,0,0,2.79E+07,2.26E+07,0,6212044.176,0,3.84E+07,0,0,0,0,0,0,0,0,0,4525798.289,0,0,0,0,0,2.35E+07,1.63E+07,2.84E+07,6852057.851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2146940.635,0,0,0,0,0,0
57,734.2561803,5.323576094,1.02E+07,1.38E+07,0,1.67E+07,1.71E+07,5769103.398,0,0,2.41E+07,5630694.184,0,0,5786296.084,2.54E+07,0,9174488.602,1.36E+07,0,1.72E+07,0,0,1.03E+07,0,1.03E+07,0,1.25E+07,1.36E+07,1.61E+07,9244998.301,3256633.943,4033228.321,1.01E+07,2.48E+07,0,0,0,1.35E+07,1.62E+07,1.06E+07,1.26E+07,1.89E+07,1.31E+07,0,0,1.07E+07,0,1.03E+07,1.85E+07,3870933.964,0,0,0,0,4601119.724,0,0
58,579.3884341,13.08225571,1.65E+07,0,4909981.936,1.50E+07,3.42E+07,0,1.13E+07,8801830.88,0,0,0,0,0,0,0,0,0,5711910.437,7919264.71,0,0,0,1.15E+07,0,0,1.35E+07,1.06E+07,8866491.261,0,1.05E+07,1.98E+08,7834651.032,0,0,0,5458066.163,1.17E+07,1.57E+07,0,9889129.462,0,2698640.506,0,1.57E+07,1.41E+07,8075018.753,5990779.026,0,0,0,0,0,0,0,0,0
59,647.28479,10.052702,1.75E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,609.2699332,12.07502844,1.66E+07,0,7762625.387,2.24E+07,2.55E+07,8618650.34,3.45E+07,7602913.032,2.70E+07,8909240.671,0,0,4809768.05,0,0,2.72E+07,0,1.37E+07,4.57E+07,8472149.364,0,1.41E+08,8.88E+07,617863.3399,0,1.73E+07,8347118.098,4433054.887,1.35E+07,0,3.98E+07,3463941.862,1.00E+07,3593387.359,9142433.385,0,4.02E+07,0,0,2.06E+08,1.17E+07,0,9605375.57,7.02E+07,1.49E+07,0,2940721.565,1.89E+07,504720.6828,6.17E+07,1.06E+08,9393320.4,2931674.732,4780299.546,0,1.46E+08
61,409.0911522,1.6050534,1.34E+07,0,0,0,0,0,0,0,9.54E+07,0,0,0,0,0,0,0,0,0,6.41E+07,0,0,0,0,0,0,0,0,3.02E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,559.2186279,3.3123666,1.53E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,824.552124,13.12693867,2.45E+07,0,0,3.23E+07,2.09E+07,0,3.15E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.74E+07,2.41E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,496.3396448,6.141527819,1.30E+07,1927357.038,2265879.971,1.17E+07,0,0,1.51E+07,1679334.477,3.64E+07,2088415.949,4561163.405,0,1848669.569,7.21E+07,0,1.84E+07,6529427.473,6008261.398,4581285.286,4090434.694,0,0,0,0,7.16E+07,4597411.76,1.39E+07,1.15E+07,4327774.417,0,0,0,0,0,729699.186,0,0,0,2394447.041,0,1.43E+07,0,0,0,0,0,3368020.103,0,1505340.087,0,0,0,0,4039504.849,0,0
65,615.2568559,13.14551708,1.46E+07,8.82E+07,1.24E+07,2.87E+07,2.34E+07,0,3.45E+07,0,4.81E+07,0,0,0,0,0,0,0,0,0,1.83E+07,1.48E+07,0,2.21E+07,6647069.287,0,0,0,8957929.38,8930530.046,0,0,0,0,0,0,3643668.642,0,2.09E+07,6.98E+07,0,1.16E+08,1.83E+07,0,8283721.447,3.91E+07,7542348.33,0,0,0,0,2.76E+07,4.29E+07,3782891.008,1586909.043,0,0,2.08E+08
66,581.1778564,4.4936056,1.36E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,559.1231956,1.653837338,1.75E+07,0,0,0,0,0,2.77E+07,0,2059947.418,0,0,0,0,0,0,0,0,4.01E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.07E+08,0,0,0,0,1.46E+07,0,0,0,1.10E+07,0,0,0,9255243.799,0,0,0,0,0,0
68,409.3826103,10.40331613,1.51E+08,0,3.03E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.29E+07,0,0,0,0,0,9395816.352,0,0,2.69E+07,0,0,0,0,1.41E+07,1.70E+07,1.71E+08,0,0,0
69,485.2176819,2.53590115,8326867.554,0,0,0,0,0,0,643864.7997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,418.1491503,1.677920943,8666055.126,2.78E+07,0,1.27E+07,2.64E+07,3.33E+07,0,5.94E+07,0,0,0,2792637.082,0,4980477.848,286493.3838,7525553.898,0,0,0,0,0,0,0,1633933.239,0,4.55E+07,0,2.26E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.21E+07,0,0,0,0,0,0,0,0
71,309.2421681,10.74369173,2.62E+07,1.31E+08,1.11E+07,2.15E+07,1.16E+08,4825024.406,3.77E+07,2.41E+07,5.14E+07,5906913.047,2.35E+07,0,2.03E+07,1.54E+07,7324499.555,4522924.946,1.12E+07,4.84E+07,0,0,0,0,0,0,0,2.19E+07,3.75E+07,2.30E+07,0,0,0,0,0,0,1.01E+07,1.51E+07,0,3.52E+07,6036257.715,2.90E+07,0,1241547.985,1.50E+07,0,2.57E+07,1.83E+07,0,0,569743.9943,0,0,1.81E+07,705063.197,0,0,7.89E+07
72,346.2584604,1.614855973,1.97E+07,6.57E+07,9279913.55,1.68E+07,2.56E+07,1761844.685,2.29E+07,2.18E+07,1.77E+07,1.76E+07,0,0,6767703.568,2096941.415,0,6714817.617,0,3222164.649,1.46E+07,1267774.971,0,1.03E+07,6635432.88,0,0,4535331.812,1201210.298,1.64E+07,7124076.147,1813628.23,2.47E+07,1190986.615,4944460.618,1.32E+07,2.95E+07,0,2.02E+07,1.20E+08,2211748.267,4.69E+07,1.10E+07,1705176.747,8454405.659,2.05E+07,1.35E+07,5045592.194,1.81E+07,1.39E+07,2532166.278,3.36E+07,1.10E+07,1.12E+07,3726683.285,2034073.578,1107151.555,3.68E+07
73,968.6302879,14.65154791,1.31E+07,0,0,7874352.958,0,0,1.80E+07,0,1.56E+07,0,0,0,0,0,0,0,0,0,9786816.666,0,0,0,0,0,0,1.13E+07,0,1.76E+07,0,0,0,2.28E+07,0,0,2104611.035,0,0,0,0,4731528.136,0,0,0,0,0,0,0,0,0,0,0,0,0,2747736.555,0,0
74,447.128418,1.083999433,1.13E+07,0,0,0,1.01E+07,0,0,3936872.768,0,2618359.842,0,0,0,0,0,0,4070339.671,0,0,0,0,0,0,0,0,0,0,6965805.928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,575.1182834,1.239912745,7873260.777,0,0,0,0,0,2836049.588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1299007.281,0,0,0,0,2.33E+07,0,0,0,0,0,0,0,0,1.72E+07,9.72E+07,0,1.05E+07,2676658.871,0,0,0,0,0,1782681.651,3958446.649,0,0,0,0,0,0,0,6455340.838
76,407.0757124,1.477419939,1.00E+07,1.34E+08,0,1.16E+08,8.75E+07,9739181.272,6.78E+07,3.80E+08,6.29E+07,0,0,0,1.26E+07,0,0,1.07E+07,1.05E+09,1.85E+08,4.08E+07,609587.5153,0,0,0,0,0,1.32E+07,4.56E+07,2.38E+07,0,0,0,0,0,0,0,0,0,0,0,0,1003455.782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,368.424878,12.87651215,1.34E+08,0,1.38E+08,1.89E+08,1.95E+08,0,1.35E+08,1.33E+08,0,0,1.86E+08,0,0,0,3.78E+07,0,0,0,0,1.90E+08,0,0,0,0,1.89E+08,0,1.92E+08,1.29E+08,0,0,0,0,0,0,2.47E+07,0,1.56E+08,1.66E+08,0,1.72E+08,1.51E+08,1.47E+08,1.54E+08,1.59E+08,1.62E+08,1.58E+08,0,0,1.88E+07,0,1.65E+08,1.53E+08,1.53E+08,0,0,0
78,617.2742964,9.616475693,1.02E+07,0,0,0,0,0,5008595.917,8073117.022,1.53E+07,0,3695777.858,0,0,0,0,0,9524221.416,0,2.11E+07,0,0,0,0,0,9.83E+07,3.60E+07,7.33E+07,3194740.518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6463234.71,0,0,0,0,0,0,6442177.964,1.52E+07,0,0,0
79,529.2797151,9.521540048,1.12E+07,2.27E+07,1315315.509,0,1.47E+08,0,4672711.879,3.20E+07,2455116.381,0,1.02E+07,0,0,0,0,0,0,0,3.25E+07,9315855.724,0,1.23E+08,7.17E+08,0,2.78E+07,5.96E+08,4.39E+08,1474751.943,1.59E+07,0,1879346.195,0,0,0,635348.3716,0,0,0,0,3394811.446,299466.5395,2364309.217,2.34E+07,0,2.02E+08,0,0,0,0,0,0,3986119.428,432184.4396,0,0,1.41E+07
80,816.6568271,14.90353714,2.75E+07,3.46E+07,9800789.979,0,0,0,3.70E+07,7125027.314,0,0,0,0,0,0,0,0,0,0,3.50E+07,0,0,0,5870218.719,0,0,5627332.959,0,8946858.859,0,0,2.25E+07,0,0,0,2864488.673,0,5.26E+07,6.29E+07,0,0,0,0,4.23E+07,1.18E+07,2.68E+07,4.56E+07,0,0,0,2.29E+07,3.89E+07,1.83E+07,2.80E+07,0,0,4.15E+07
81,638.4615544,14.63419593,1.26E+07,5709722.959,0,0,0,0,1.50E+07,0,0,8013145.933,0,0,3569792.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8205580.715,0,1375054.635,2.25E+07,3.11E+07,0,0,0,0,0,0,7342644.895,0,0,0,0,0,0,0,6355975.288,1.29E+07,0,0,1.23E+07,0,0,0,6426923.063,0
82,388.1384827,1.78539686,1.07E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16E+07,0,0,0,0,0,0,0,0,0,0,1.06E+07,0,2.19E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4029431.745,0,0,0,0,0,0,0,0
83,601.4393955,13.23066867,1.22E+07,1.66E+07,1.22E+07,0,1.29E+07,0,1.38E+07,0,0,0,0,0,0,0,0,0,0,0,0,5144505.348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9027350.836,0,0,0,1.20E+07,2.79E+07
84,599.3576558,14.40327233,8504134.695,0,0,7027474.618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07E+08,0,0,4.48E+07,0,0,0,0,0,0,0,0,0,0,0,0,4.41E+07,0,0,0,0,0,4.37E+07,2699231.247,0,3864399.405,0,0,0,0,0,0,0,4290673.631,0,0,0
85,527.1332092,1.60350448,1.81E+07,0,0,9902838.506,0,0,0,0,1.12E+08,0,0,0,0,0,0,0,4.76E+08,0,0,0,0,0,0,0,0,0,0,3.02E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,348.2740825,1.830512523,1.34E+07,3.71E+07,1.18E+07,8763515.67,1.55E+07,1.01E+07,1.91E+07,2.83E+07,1.49E+07,2.77E+07,0,5135858.407,2.52E+07,2.34E+07,1.18E+07,1.72E+07,2.14E+07,2.26E+07,6842248.575,9135487.972,0,1.19E+07,1.40E+07,7262151.191,0,4272297.854,5926876.028,1.39E+07,0,5530341.25,2.93E+07,2343524.141,3.56E+07,3.82E+07,3.52E+07,1.38E+07,1.88E+07,5.25E+07,1.79E+07,1.95E+07,3.55E+07,9584736.879,1.75E+07,1.95E+07,1.82E+07,9588851.126,5.65E+07,3.74E+07,1.16E+07,5.78E+07,2.23E+07,1.35E+07,5597204.429,8231047.605,5.18E+07,3.34E+07
87,507.198527,4.898900467,1.02E+07,0,0,0,0,0,0,3244211.056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1129655.949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,326.3049312,10.671318,1.43E+07,0,6308999.228,4726433.003,0,0,1.37E+07,6725127.318,5676143.261,0,7908436.827,0,0,0,0,0,7958991.848,0,1.14E+07,6204353.25,0,8832541.35,1.08E+07,0,5074820.049,0,0,1.35E+07,0,0,1.98E+07,0,0,2315205.165,1.01E+07,8464433.294,2.01E+07,2.00E+07,1578724.465,1.56E+07,0,2762752.91,7188375.371,6221925.623,9628049.009,3927593.182,0,0,1712509.209,2.05E+07,1.99E+07,1.29E+07,4197851.485,0,0,1.87E+07
89,527.2649689,3.804740625,6262465.696,1595543.005,0,0,1715051.027,0,0,3938911.928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,623.4521484,13.186293,1.19E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,621.2701111,14.07695129,9890078.101,9737292.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.40E+07,0,0,0,0,0,0,6424908.619,0,0,0,0,0,0,4583041.673,8995873.11,4649633.944,0,0,0
92,589.4095197,14.53938257,7576960.249,0,0,0,7892067.157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5414791.445,0,0,3.72E+07,0,0,0,0,0,0,0,0,0,0,0,0,5860829.247,0,1601119.659,0,0,0,0,9436663.282,0,0,0,0,0
93,638.073671,1.98277916,7297670.33,0,1.02E+07,0,1209396.663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1554125.716,0,0,2535712.931,0,0,0,2885273.115,3239896.599,0,0,0,0,0,0,0,8053213.025,6310530.85,2682457.247,0,5353213.04,0,5698633.007,2664502.048,1.16E+07,4138301.748,8270160.394,0,0,0,0,0,1.54E+07,1.74E+07,4956807.606,0,1.88E+07
94,699.382431,1.4674774,5658031.05,0,0,1.13E+08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,579.4271105,13.30878156,1.08E+07,0,1.09E+07,0,1.14E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6250169.153,0,0,0,0,0,6723211.85,0,5037983.177,0,0,0,1.46E+07,0,0,0,0,1.14E+07,2.63E+07
96,557.4134735,13.3847142,1.12E+07,0,1.11E+07,0,1.41E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9173380.239,0,0,0,0,0,1.11E+07,7047200.137,0,1.15E+07,0,0,0,0,4709750.334,4826108.727,0,0,0,1.72E+07,0,0,0,0,0,0
97,522.3551173,6.722555345,9798864.362,1.24E+07,0,2066293.877,4445769.148,0,9138140.222,2743504.874,2.23E+07,847895.2272,3718581.642,0,0,0,0,0,8733366.79,7650626.603,1491402.905,4348441.843,0,0,0,0,5.93E+07,1265173.331,1.02E+07,4474709.266,0,0,0,0,0,4439171.799,0,1.15E+07,1933473.658,1333565.833,2810192.268,0,0,0,662329.1743,1009879.776,1312892.628,1718398.854,2970872.671,2723220.808,0,1052629.839,1349863.067,0,314749.5434,1602081.161,0,5391521.457
98,653.3314438,10.52225625,1.11E+07,0,0,0,0,681592.5481,0,2304122.313,0,0,0,0,0,0,0,0,0,0,1.29E+07,0,0,0,0,0,0,7053887.157,1.22E+07,1546184.585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4086393.4,0,0,0,0,0,0,0,0,0,0,0,0
99,657.363739,13.985561,8573664.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,316.2846809,3.606859942,1.12E+07,4.74E+07,0,727046.339,380910.0982,0,6575645.73,3397163.621,0,0,1392905.277,1006640.993,0,2668912.405,1.34E+07,0,0,1624085.16,5506972.754,0,0,1622621.44,4289952.606,2464872.852,814689.1625,3232400.128,2447310.839,4195063.465,3001773.858,0,1.32E+07,0,0,1805995.123,0,0,3.62E+07,0,0,2.45E+07,0,0,3390750.163,2421069.29,9795434.187,0,1654229.423,1973307.448,0,2.72E+07,6.37E+07,0,0,0,1.14E+07,2468185.398
101,609.3057505,11.01753217,7682059.33,0,0,0,0,0,0,0,8818921.282,0,1067589.672,0,0,0,0,0,0,0,1.61E+07,0,0,0,0,0,7692261.818,0,2.64E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,829.5055847,13.142207,9625571.871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9369996.659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,340.2844252,9.837970726,8567188.018,8398073.791,3162053.363,5549354.935,1.46E+07,0,1.53E+07,2015416.617,2784899.114,0,0,0,0,0,0,0,456878.6897,0,1616487.349,7013676.641,0,0,0,0,0,2341239.595,3416375.209,1.71E+07,0,0,0,0,0,0,984010.0825,0,0,1.48E+07,0,8567285.771,0,1.22E+07,5421698.631,3686388.381,0,0,0,0,0,1.08E+07,0,1.14E+07,0,0,0,1.79E+07
104,535.4001617,13.463781,1.03E+07,0,1.04E+07,0,1.33E+07,0,1.26E+07,0,0,0,0,0,0,0,0,0,0,0,0,7184183.341,0,0,0,0,0,0,6204989.724,0,0,0,1.22E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5159483.234,0,0,0,0,0,0,0,0,0,0
105,324.2894156,8.975951969,9340762.289,3.59E+07,9989882.809,1.29E+07,1.21E+07,894597.8598,1.14E+07,7699145.225,1.51E+07,0,8851625.974,0,0,0,0,0,4952086.151,0,1.87E+07,0,0,0,0,0,6476035.404,1.68E+07,1.18E+07,0,0,0,0,0,0,3735410.391,0,6650475.173,1.79E+07,2.00E+07,0,1.93E+07,0,0,1.24E+07,1.07E+07,1.19E+07,5434375.148,1563587.46,0,1309316.965,0,1.64E+07,1.26E+07,4236328.993,0,0,0
106,681.1452026,2.1136223,9610478.762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,545.1443329,1.14305797,1.55E+07,0,0,0,0,4402766.625,0,0,1.64E+07,0,0,0,0,0,0,0,0,0,1.30E+07,0,0,0,0,0,0,0,0,2.20E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,846499.7381,0,0,0,1858605.027,0,4097693.206,1644292.444,0,0,0,2.17E+07,0,0,0
108,301.0708152,2.102660795,7318682.559,0,9722241.699,0,3.75E+08,7941643.567,0,1.04E+07,5117573.962,0,4.69E+07,0,1.22E+07,845918.1382,0,0,0,0,2.96E+07,396251.6923,0,0,0,0,7.11E+07,3.13E+08,1118260.253,0,0,0,854525.898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,628242.6159,0,1211183.163,0,0,0,0,0,0,2089131.967,321515.6902
109,813.5116653,13.1751365,2.14E+07,0,0,0,0,0,2.13E+07,0,3.58E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.41E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,643.2525158,13.68893006,8696222.119,6675330.555,0,3.40E+07,2.57E+07,0,1.69E+07,0,1.76E+07,0,0,0,0,0,0,0,0,0,1.59E+07,0,0,0,0,0,0,9243344.421,0,3.84E+07,0,0,0,0,0,0,0,0,6821065.189,1.38E+07,0,1.71E+07,0,0,0,0,0,0,0,0,0,3.88E+07,0,5827556.328,3009465.988,0,0,4.99E+07
111,396.016346,2.6660109,8556107.765,0,2.10E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.46E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2896081.666,0
112,621.2328796,4.3997679,8451980.829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,477.0812251,1.580017667,7003317.229,0,0,0,2304495.27,3.80E+07,0,0,0,0,0,0,0,0,4645146.277,3201100.496,0,0,0,0,0,0,0,0,0,1528616.103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
